City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Marsh Harbour,BS,26.5412,-77.0636,82.08,75,10,11.1,clear sky,2022-07-06 06:16:47
261,Castleford,GB,53.7259,-1.3626,62.01,91,100,4.0,overcast clouds,2022-07-06 06:12:41
262,Port Augusta,AU,-32.5,137.7667,57.61,46,0,11.21,clear sky,2022-07-06 06:16:47
263,Lufilufi,WS,-13.8745,-171.5986,81.79,71,13,15.97,few clouds,2022-07-06 06:16:48
264,Bonthe,SL,7.5264,-12.505,75.49,85,84,1.32,broken clouds,2022-07-06 06:16:48
265,La Rioja,ES,42.25,-2.5,58.78,96,47,3.2,moderate rain,2022-07-06 06:16:49
266,Samdari,IN,25.8167,72.5833,100.35,39,6,19.8,clear sky,2022-07-06 06:16:49
267,Acarí,PE,-15.4311,-74.6158,60.49,86,78,4.18,broken clouds,2022-07-06 06:16:49
268,Saldanha,ZA,-33.0117,17.9442,51.08,90,1,8.81,clear sky,2022-07-06 06:16:50
269,Springbok,ZA,-29.6643,17.8865,36.84,73,0,6.33,clear sky,2022-07-06 06:16:50
270,Iwanai,JP,42.9744,140.5089,75.54,81,56,2.26,broken clouds,2022-07-06 06:16:51
271,Paamiut,GL,61.994,-49.6678,42.35,97,100,6.67,light rain,2022-07-06 06:16:51
272,Khasan,RU,42.4308,130.6434,63.93,97,100,5.84,overcast clouds,2022-07-06 06:16:52
273,Hammerfest,NO,70.6634,23.6821,50.45,100,75,5.75,moderate rain,2022-07-06 06:16:52
274,Peniche,PT,39.3558,-9.3811,64.29,95,17,2.44,few clouds,2022-07-06 06:16:52
275,Filingué,NE,14.3521,3.3168,84.74,57,34,13.38,scattered clouds,2022-07-06 06:16:53
276,Jhang,PK,33.6748,72.6963,99.95,39,83,4.81,broken clouds,2022-07-06 06:16:53
277,Iqaluit,CA,63.7506,-68.5145,42.53,93,100,0.0,light rain,2022-07-06 06:16:54
278,Sovetskiy,RU,61.3614,63.5842,66.27,61,82,1.9,broken clouds,2022-07-06 06:16:54
279,Yangi Marg`Ilon,UZ,40.4272,71.7189,83.12,24,1,6.91,clear sky,2022-07-06 06:16:55
280,Troitsko-Pechorsk,RU,62.7084,56.1964,78.6,46,92,2.26,overcast clouds,2022-07-06 06:16:55
281,Taber,CA,49.8167,-112.1518,57.2,77,27,6.91,scattered clouds,2022-07-06 06:15:05
282,Guerrero Negro,MX,27.9769,-114.0611,65.59,87,5,13.44,clear sky,2022-07-06 06:16:56
283,Margate,GB,51.3813,1.3862,62.69,78,72,5.99,broken clouds,2022-07-06 06:16:56
284,Kerema,PG,-7.9631,145.7785,82.8,77,100,5.55,overcast clouds,2022-07-06 06:16:56
285,Itarema,BR,-2.9248,-39.9167,72.45,83,41,9.66,scattered clouds,2022-07-06 06:16:57
286,Mugur-Aksy,RU,50.35,90.5,60.35,35,55,4.32,broken clouds,2022-07-06 06:16:57
287,Vegreville,CA,53.5001,-112.0518,55.71,94,100,3.44,overcast clouds,2022-07-06 06:16:58
288,Leningradskiy,RU,69.3833,178.4167,51.69,66,96,1.12,overcast clouds,2022-07-06 06:16:58
289,Fortuna,US,40.5982,-124.1573,61.86,87,74,0.67,broken clouds,2022-07-06 06:16:59
290,Dondo,MZ,-19.6094,34.7431,64.11,80,0,3.2,clear sky,2022-07-06 06:16:59
291,Ol'Ga,RU,43.7444,135.2892,74.01,70,80,4.43,broken clouds,2022-07-06 06:16:59
292,Coquimbo,CL,-29.9533,-71.3436,47.93,87,0,4.61,clear sky,2022-07-06 06:17:00
293,Roald,NO,62.5833,6.1333,55.76,87,75,18.41,light rain,2022-07-06 06:17:00
294,Nara,JP,34.6851,135.8049,90.97,53,48,11.12,scattered clouds,2022-07-06 06:17:01
295,Carutapera,BR,-1.195,-46.02,73.06,93,16,3.13,few clouds,2022-07-06 06:17:01
296,Grindavik,IS,63.8424,-22.4338,52.27,93,0,11.5,clear sky,2022-07-06 06:17:02
297,Houston,US,29.7633,-95.3633,83.34,82,0,11.5,clear sky,2022-07-06 06:14:34
298,Hendrina,ZA,-26.1588,29.7153,48.63,59,0,0.96,clear sky,2022-07-06 06:17:03
299,Nakhon Phanom,TH,17.3333,104.4167,91.08,68,100,8.39,light rain,2022-07-06 06:17:03
300,‘Āhuimanu,US,21.4447,-157.8378,78.51,74,20,16.11,few clouds,2022-07-06 06:17:04
301,Ilulissat,GL,69.2167,-51.1,41.02,93,20,2.3,few clouds,2022-07-06 06:17:04
302,Mayo,US,38.8876,-76.5119,76.95,93,0,0.0,clear sky,2022-07-06 06:17:04
303,Ōdachō-Ōda,JP,35.1833,132.5,84.97,77,23,6.51,few clouds,2022-07-06 06:17:05
304,George,ZA,-33.963,22.4617,44.15,100,20,5.75,fog,2022-07-06 06:13:10
305,Yaan,NG,7.3833,8.5667,71.53,94,62,2.68,broken clouds,2022-07-06 06:17:06
306,Port Hedland,AU,-20.3167,118.5667,77.05,10,79,12.66,broken clouds,2022-07-06 06:17:06
307,Barstow,US,34.8986,-117.0228,81.59,40,0,14.54,clear sky,2022-07-06 06:17:06
308,College,US,64.8569,-147.8028,74.28,67,75,5.75,smoke,2022-07-06 06:17:07
309,Laranjeiras Do Sul,BR,-25.4078,-52.4161,52.97,84,96,3.74,overcast clouds,2022-07-06 06:17:07
310,Nynäshamn,SE,58.9034,17.9479,62.11,73,18,10.89,few clouds,2022-07-06 06:17:08
311,Bilibino,RU,68.0546,166.4372,58.71,80,99,4.09,overcast clouds,2022-07-06 06:17:08
312,Prabumulih,ID,-3.45,104.25,91.92,53,83,2.46,broken clouds,2022-07-06 06:17:08
313,Berea,US,41.3662,-81.8543,74.46,94,100,4.61,thunderstorm,2022-07-06 06:17:09
314,Snåase,NO,64.2457,12.3778,49.41,93,100,9.71,overcast clouds,2022-07-06 06:17:09
315,Havre-St-Pierre,CA,50.2334,-63.5986,50.0,81,0,3.44,clear sky,2022-07-06 06:17:10
316,Jodhpur,IN,26.2867,73.03,100.09,38,12,19.19,few clouds,2022-07-06 06:17:10
317,Yatou,CN,37.15,122.3833,80.58,84,100,17.25,overcast clouds,2022-07-06 06:17:11
318,Daru,PG,-9.0763,143.2092,79.05,89,99,16.78,overcast clouds,2022-07-06 06:17:11
319,Şuraabad,AZ,40.8192,49.4687,75.85,56,0,6.42,clear sky,2022-07-06 06:17:11
320,Mossamedes,AO,-15.1961,12.1522,63.63,77,0,0.98,clear sky,2022-07-06 06:17:12
321,Alibag,IN,18.6411,72.8792,80.67,84,99,17.29,light rain,2022-07-06 06:17:13
322,Muroto-Misakicho,JP,33.2833,134.15,82.96,77,17,3.91,few clouds,2022-07-06 06:17:13
323,San Policarpo,PH,12.1791,125.5072,83.62,78,100,4.27,light rain,2022-07-06 06:17:13
324,Baghdad,IQ,33.3406,44.4009,101.43,13,0,13.27,clear sky,2022-07-06 06:14:20
325,Calabaca,PH,14.3001,122.4336,86.54,70,96,7.45,moderate rain,2022-07-06 06:17:14
326,Hobyo,SO,5.3505,48.5268,80.85,66,60,27.18,broken clouds,2022-07-06 06:17:14
327,San Cristobal,VE,7.7669,-72.225,65.21,98,69,3.18,broken clouds,2022-07-06 06:16:51
328,Grand Gaube,MU,-20.0064,57.6608,72.0,71,80,5.99,broken clouds,2022-07-06 06:16:20
329,Pickerington,US,39.8842,-82.7535,72.34,96,100,19.57,heavy intensity rain,2022-07-06 06:17:15
330,Davila,PH,18.4726,120.5763,87.78,73,99,4.61,overcast clouds,2022-07-06 06:17:16
331,Nouadhibou,MR,20.931,-17.0347,68.63,81,21,21.83,few clouds,2022-07-06 06:17:16
332,Baykit,RU,61.67,96.37,70.52,47,95,3.38,overcast clouds,2022-07-06 06:17:17
333,Middelkerke,BE,51.1558,2.8418,61.25,88,0,3.44,clear sky,2022-07-06 06:17:17
334,Bonavista,CA,48.6499,-53.1147,52.68,81,20,13.27,few clouds,2022-07-06 06:17:38
335,Meulaboh,ID,4.1363,96.1285,86.83,61,45,3.74,scattered clouds,2022-07-06 06:17:39
336,Halifax,CA,44.6453,-63.5724,62.47,85,100,11.01,moderate rain,2022-07-06 06:15:07
337,Beisfjord,NO,68.3751,17.5988,55.45,80,100,4.68,overcast clouds,2022-07-06 06:17:40
338,Galveston,US,29.3669,-94.9669,83.97,86,39,4.0,scattered clouds,2022-07-06 06:15:38
339,Khed,IN,17.7167,73.3833,80.69,89,98,8.9,overcast clouds,2022-07-06 06:17:40
340,Bengkulu,ID,-3.8004,102.2655,83.93,66,97,5.53,overcast clouds,2022-07-06 06:17:41
341,Birao,CF,10.2849,22.7882,76.78,73,49,5.86,scattered clouds,2022-07-06 06:17:41
342,Ostrovnoy,RU,68.0531,39.5131,65.37,75,100,10.98,light rain,2022-07-06 06:17:42
343,Manavālakurichi,IN,8.1333,77.3,81.48,73,100,19.06,overcast clouds,2022-07-06 06:17:42
344,Sola,VU,-13.8833,167.55,81.18,77,59,16.44,broken clouds,2022-07-06 06:17:42
345,Macenta,GN,8.5435,-9.471,66.97,100,87,1.19,overcast clouds,2022-07-06 06:17:43
346,Itacaré,BR,-14.2775,-38.9967,72.39,88,88,10.02,overcast clouds,2022-07-06 06:17:43
347,Faya,SA,18.3851,42.4509,77.52,21,95,6.89,overcast clouds,2022-07-06 06:17:44
348,Ardahan,TR,41.1087,42.7022,59.27,57,0,4.97,clear sky,2022-07-06 06:17:44
349,Ellsworth,US,44.5434,-68.4195,62.69,95,100,13.8,mist,2022-07-06 06:16:05
350,Lisala,CD,2.15,21.5167,72.09,82,42,2.06,scattered clouds,2022-07-06 06:17:45
351,Krasnyy Chikoy,RU,50.3643,108.7512,74.68,36,55,5.59,broken clouds,2022-07-06 06:17:45
352,Dubti,ET,11.7361,41.0853,95.13,29,23,9.86,few clouds,2022-07-06 06:17:46
353,Benguela,AO,-12.5763,13.4055,67.32,84,5,3.13,clear sky,2022-07-06 06:17:46
354,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,80,100,7.49,overcast clouds,2022-07-06 06:17:47
355,Rundu,NA,-17.9333,19.7667,54.73,54,5,4.36,clear sky,2022-07-06 06:17:47
356,Broome,US,42.2506,-75.833,73.6,89,75,6.91,broken clouds,2022-07-06 06:17:48
357,Port Lincoln,AU,-34.7333,135.8667,58.77,62,47,11.12,scattered clouds,2022-07-06 06:17:48
358,Aripuanã,BR,-9.1667,-60.6333,68.99,65,8,2.39,clear sky,2022-07-06 06:16:38
359,Gondanglegi,ID,-7.7479,112.0132,84.43,70,92,13.29,overcast clouds,2022-07-06 06:17:49
360,Coxim,BR,-18.5067,-54.76,63.27,40,89,3.94,overcast clouds,2022-07-06 06:17:49
361,Marapanim,BR,-0.7175,-47.6997,71.2,96,6,3.47,clear sky,2022-07-06 06:17:50
362,Slobodskoy,RU,58.7322,50.1772,73.98,49,54,6.71,broken clouds,2022-07-06 06:17:50
363,Kutum,SD,14.2,24.6667,76.55,53,14,11.79,few clouds,2022-07-06 06:17:50
364,Alexandria,EG,31.2156,29.9553,80.11,57,0,8.28,clear sky,2022-07-06 06:17:51
365,Fairbanks,US,64.8378,-147.7164,75.22,66,20,5.75,smoke,2022-07-06 06:15:02
366,Dayong,CN,25.0209,118.2898,83.48,81,100,4.41,overcast clouds,2022-07-06 06:17:51
367,Naze,JP,28.3667,129.4833,83.32,81,63,13.35,broken clouds,2022-07-06 06:17:52
368,Grajaú,BR,-5.8194,-46.1386,71.49,69,24,3.06,few clouds,2022-07-06 06:15:35
369,Dunedin,NZ,-45.8742,170.5036,45.81,68,20,1.99,few clouds,2022-07-06 06:14:33
370,Lüderitz,NA,-26.6481,15.1594,54.5,40,0,6.2,clear sky,2022-07-06 06:17:53
371,Araouane,ML,18.9048,-3.5265,89.69,24,1,10.94,clear sky,2022-07-06 06:17:53
372,Tres Arroyos,AR,-38.3739,-60.2798,40.75,47,77,10.09,broken clouds,2022-07-06 06:17:54
373,Bonfim,BR,3.0833,-59.95,76.48,81,94,4.34,overcast clouds,2022-07-06 06:17:54
374,Amarante Do Maranhão,BR,-5.5667,-46.7422,70.11,73,11,2.62,few clouds,2022-07-06 06:17:54
375,Tabuk,PH,17.4189,121.4443,87.13,69,69,2.73,broken clouds,2022-07-06 06:17:55
376,Ambon City,ID,-3.6954,128.1814,82.54,78,40,6.91,scattered clouds,2022-07-06 06:17:55
377,Santa Rosa,PH,14.3122,121.1114,87.78,84,77,4.16,broken clouds,2022-07-06 06:16:27
378,Lavrentiya,RU,65.5833,-171.0,46.96,86,100,6.44,overcast clouds,2022-07-06 06:17:56
379,Kendari,ID,-3.945,122.4989,79.97,84,41,3.04,scattered clouds,2022-07-06 06:17:56
380,East London,ZA,-33.0153,27.9116,58.14,88,20,12.66,few clouds,2022-07-06 06:17:57
381,Sibolga,ID,1.7427,98.7792,86.23,64,83,3.58,broken clouds,2022-07-06 06:17:57
382,Bethel,US,41.3712,-73.414,74.35,86,100,6.91,overcast clouds,2022-07-06 06:15:59
383,Berëzovka,BY,53.7214,25.4993,56.95,97,100,13.06,overcast clouds,2022-07-06 06:17:58
384,Talnakh,RU,69.4865,88.3972,54.1,77,100,2.95,light rain,2022-07-06 06:17:58
385,Clovis,US,36.8252,-119.7029,77.85,60,40,16.11,scattered clouds,2022-07-06 06:17:59
386,Cortez,US,37.3489,-108.5859,60.93,83,0,4.61,clear sky,2022-07-06 06:17:59
387,Manado,ID,1.487,124.8455,90.37,66,40,3.44,scattered clouds,2022-07-06 06:17:59
388,Launceston,AU,-41.45,147.1667,52.81,90,100,12.66,overcast clouds,2022-07-06 06:13:29
389,Grand Island,US,40.925,-98.342,73.35,84,20,10.36,moderate rain,2022-07-06 06:15:41
390,Ouadda,CF,8.0777,22.4007,70.59,87,95,2.55,overcast clouds,2022-07-06 06:18:00
391,Biloela,AU,-24.4167,150.5,62.08,53,3,10.42,clear sky,2022-07-06 06:18:01
392,Avera,US,33.194,-82.5271,78.85,81,73,7.58,broken clouds,2022-07-06 06:18:01
393,Cardiff,GB,51.48,-3.18,62.91,88,100,5.75,overcast clouds,2022-07-06 06:17:19
394,Nome,US,64.5011,-165.4064,53.67,76,100,8.05,overcast clouds,2022-07-06 06:18:02
395,Bosobolo,CD,4.1833,19.9,71.8,95,37,2.06,scattered clouds,2022-07-06 06:18:03
396,Kralendijk,BQ,12.15,-68.2667,78.78,89,93,11.5,overcast clouds,2022-07-06 06:17:14
397,Muhafazat Lahij,YE,13.1667,44.5833,95.18,29,24,4.61,few clouds,2022-07-06 06:18:03
398,La Ronge,CA,55.1001,-105.2842,61.02,72,100,2.3,overcast clouds,2022-07-06 06:18:04
399,Dutse,NG,11.7594,9.3392,76.33,70,64,11.12,broken clouds,2022-07-06 06:18:04
400,Necochea,AR,-38.5473,-58.7368,41.67,61,88,9.95,overcast clouds,2022-07-06 06:18:05
401,Mitsamiouli,KM,-11.3847,43.2844,77.88,69,7,15.01,clear sky,2022-07-06 06:18:05
402,Charters Towers,AU,-20.1,146.2667,66.25,48,0,11.41,clear sky,2022-07-06 06:18:05
403,Robertsport,LR,6.7533,-11.3686,75.69,85,89,2.46,light rain,2022-07-06 06:18:06
404,Maceió,BR,-9.6658,-35.7353,74.64,88,75,4.61,broken clouds,2022-07-06 06:18:06
405,Kuandian,CN,40.7286,124.7847,76.21,92,100,1.59,overcast clouds,2022-07-06 06:18:07
406,Redmond,US,47.674,-122.1215,63.99,74,96,1.99,overcast clouds,2022-07-06 06:15:12
407,Creel,MX,27.75,-107.6333,56.82,83,100,4.25,overcast clouds,2022-07-06 06:18:08
408,Nemuro,JP,43.3236,145.575,54.82,96,100,10.02,overcast clouds,2022-07-06 06:18:08
409,Bouca,CF,6.5105,18.2733,69.35,97,96,2.04,light rain,2022-07-06 06:18:08
410,Yerbogachën,RU,61.2767,108.0108,72.9,39,100,7.07,overcast clouds,2022-07-06 06:18:09
411,Freeport,US,40.6576,-73.5832,76.37,78,100,12.66,overcast clouds,2022-07-06 06:18:09
412,Tevaitoa,PF,-16.7833,-151.5,79.66,72,3,8.66,clear sky,2022-07-06 06:18:10
413,Japura,ID,-0.3167,102.35,83.98,74,99,0.58,overcast clouds,2022-07-06 06:18:10
414,Gravdal,NO,68.1214,13.5031,55.29,71,75,12.66,broken clouds,2022-07-06 06:18:11
415,Shingū,JP,33.7333,135.9833,85.05,80,38,3.22,scattered clouds,2022-07-06 06:18:11
416,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.94,64,75,13.8,broken clouds,2022-07-06 06:18:11
417,Lagoa,PT,39.05,-27.9833,65.1,82,100,13.27,light rain,2022-07-06 06:18:12
418,Linxia Chengguanzhen,CN,35.6003,103.2064,87.28,26,0,3.6,clear sky,2022-07-06 06:18:12
419,Goundam,ML,16.4145,-3.6708,86.65,41,59,9.53,broken clouds,2022-07-06 06:18:13
420,Chatrā,IN,24.2167,84.8667,92.48,48,46,16.4,scattered clouds,2022-07-06 06:18:13
421,Maraã,BR,-1.8333,-65.3667,72.46,95,73,2.53,broken clouds,2022-07-06 06:18:14
422,Asău,RO,46.4333,26.4,76.28,46,63,3.98,broken clouds,2022-07-06 06:18:14
423,Coos Bay,US,43.3665,-124.2179,62.92,97,100,0.0,overcast clouds,2022-07-06 06:18:15
424,Vanimo,PG,-2.6741,141.3028,82.74,77,78,2.91,light rain,2022-07-06 06:18:15
425,Foxton,NZ,-40.4667,175.3,47.73,82,65,4.83,broken clouds,2022-07-06 06:18:15
426,Westport,US,41.1415,-73.3579,74.93,87,100,12.66,overcast clouds,2022-07-06 06:14:38
427,Kloulklubed,PW,7.0419,134.2556,81.1,67,60,3.91,broken clouds,2022-07-06 06:18:16
428,Bānswāra,IN,23.55,74.45,87.87,63,78,6.08,broken clouds,2022-07-06 06:18:17
429,Orthez,FR,43.4884,-0.7724,67.77,92,2,2.46,light rain,2022-07-06 06:18:17
430,Tazovsky,RU,67.4667,78.7,57.76,74,95,7.61,overcast clouds,2022-07-06 06:18:17
431,Kot Samaba,PK,28.5522,70.4684,107.11,32,83,13.53,broken clouds,2022-07-06 06:18:18
432,Lomovka,RU,53.9194,58.3672,52.54,82,83,2.46,broken clouds,2022-07-06 06:17:30
433,Brae,GB,60.3964,-1.353,53.89,98,100,15.35,moderate rain,2022-07-06 06:18:19
434,Gannan,CN,47.9147,123.5031,81.64,69,100,13.22,moderate rain,2022-07-06 06:18:19
435,Port Blair,IN,11.6667,92.75,83.8,77,100,14.61,overcast clouds,2022-07-06 06:18:20
436,Nālūt,LY,30.3333,10.85,81.91,31,0,7.16,clear sky,2022-07-06 06:18:20
437,Omboué,GA,-1.5746,9.2618,68.86,88,26,5.12,scattered clouds,2022-07-06 06:18:21
438,Río Gallegos,AR,-51.6226,-69.2181,19.45,73,20,3.44,few clouds,2022-07-06 06:18:21
439,Venado Tuerto,AR,-33.7456,-61.9688,46.76,91,9,8.5,clear sky,2022-07-06 06:18:21
440,Maniitsoq,GL,65.4167,-52.9,40.06,92,53,3.13,broken clouds,2022-07-06 06:18:22
441,Kenora,CA,49.8167,-94.4337,56.59,78,32,4.27,scattered clouds,2022-07-06 06:15:13
442,São Félix Do Xingu,BR,-6.6447,-51.995,75.2,60,79,1.92,broken clouds,2022-07-06 06:18:23
443,Hattiesburg,US,31.3271,-89.2903,74.64,100,100,5.75,mist,2022-07-06 06:18:23
444,Atar,MR,20.5169,-13.0499,89.89,23,20,11.48,few clouds,2022-07-06 06:18:23
445,Monrovia,LR,6.3005,-10.7969,74.97,89,41,4.88,light rain,2022-07-06 06:16:04
446,Onega,RU,63.9061,38.1404,67.82,62,37,8.88,scattered clouds,2022-07-06 06:18:24
447,Feldkirchen-Westerham,DE,47.9075,11.8427,64.71,76,59,3.91,broken clouds,2022-07-06 06:18:24
448,Ust-Tsilma,RU,65.441,52.1498,79.68,41,72,5.28,broken clouds,2022-07-06 06:18:25
449,Changji,CN,44.0167,87.3167,75.99,43,20,8.95,few clouds,2022-07-06 06:18:25
450,Banikoara,BJ,11.2985,2.4386,74.05,86,71,3.6,broken clouds,2022-07-06 06:18:26
451,West Bay,KY,19.3667,-81.4167,82.0,87,30,1.01,scattered clouds,2022-07-06 06:18:26
452,Kasongo-Lunda,CD,-6.4667,16.8167,66.83,38,38,2.21,scattered clouds,2022-07-06 06:18:27
453,Sobolevo,RU,54.4299,31.8996,68.09,74,100,4.68,overcast clouds,2022-07-06 06:18:27
454,Verkh-Usugli,RU,52.7,115.1667,55.02,97,100,4.59,moderate rain,2022-07-06 06:18:28
455,Vestmannaeyjar,IS,63.4427,-20.2734,53.01,91,100,13.62,overcast clouds,2022-07-06 06:18:28
456,Mackay,AU,-21.15,149.2,70.68,64,0,2.33,clear sky,2022-07-06 06:18:29
457,Umm Kaddadah,SD,13.6017,26.6876,83.98,49,7,12.12,clear sky,2022-07-06 06:18:29
458,Andover,GB,51.2083,-1.4825,60.33,91,75,4.61,broken clouds,2022-07-06 06:14:25
459,Koulamoutou,GA,-1.1303,12.4736,71.62,87,43,1.1,scattered clouds,2022-07-06 06:18:30
460,Marktoberdorf,DE,47.7833,10.6167,61.72,79,20,4.61,few clouds,2022-07-06 06:18:30
461,Ţaga,RO,46.95,24.05,64.72,92,100,8.86,overcast clouds,2022-07-06 06:18:30
462,Tambopata,PE,-12.7333,-69.1833,71.11,74,50,2.15,scattered clouds,2022-07-06 06:18:31
463,Abonnema,NG,4.7084,6.7931,73.54,95,65,2.06,broken clouds,2022-07-06 06:18:31
464,Saint-Estève,FR,42.7131,2.843,77.72,48,75,9.22,broken clouds,2022-07-06 06:18:32
465,Nipawin,CA,53.3668,-104.0009,59.04,100,100,3.44,overcast clouds,2022-07-06 06:18:32
466,Vilcún,CL,-38.65,-72.2333,45.34,90,99,11.43,overcast clouds,2022-07-06 06:17:10
467,Cadiz,ES,36.5,-5.75,63.12,96,38,0.78,scattered clouds,2022-07-06 06:18:33
468,Hasaki,JP,35.7333,140.8333,77.4,89,96,27.16,overcast clouds,2022-07-06 06:18:33
469,Port Hawkesbury,CA,45.6169,-61.3485,64.35,81,100,1.01,light rain,2022-07-06 06:18:34
470,Novaya Malykla,RU,54.2,49.95,69.17,57,1,8.14,clear sky,2022-07-06 06:18:34
471,Poum,NC,-20.2333,164.0167,76.82,81,95,21.79,moderate rain,2022-07-06 06:18:34
472,Cuiluan,CN,47.72,128.648,86.99,59,46,8.21,scattered clouds,2022-07-06 06:18:35
473,Mount Gambier,AU,-37.8333,140.7667,55.69,67,45,7.27,scattered clouds,2022-07-06 06:18:36
474,Hambantota,LK,6.1241,81.1185,86.32,63,94,20.2,overcast clouds,2022-07-06 06:18:36
475,Khandyga,RU,62.6667,135.6,96.28,30,5,12.55,clear sky,2022-07-06 06:18:37
476,Viedma,AR,-40.8135,-62.9967,50.27,40,95,13.62,overcast clouds,2022-07-06 06:18:37
477,Pierre,US,44.3683,-100.351,69.06,89,0,3.0,clear sky,2022-07-06 06:18:37
478,San Angelo,US,31.4638,-100.437,86.54,47,0,6.91,clear sky,2022-07-06 06:18:38
479,Faanui,PF,-16.4833,-151.75,79.52,71,2,7.9,clear sky,2022-07-06 06:18:38
480,Alençon,FR,48.4333,0.0833,57.18,83,0,3.06,clear sky,2022-07-06 06:18:39
481,Soe,ID,-9.8607,124.284,69.73,62,31,6.11,scattered clouds,2022-07-06 06:18:40
482,Ojinaga,MX,29.5667,-104.4167,70.75,100,75,5.75,broken clouds,2022-07-06 06:18:40
483,Kimbe,PG,-5.5502,150.1429,83.41,80,100,2.17,light rain,2022-07-06 06:18:40
484,Raudeberg,NO,61.9875,5.1352,49.96,83,97,27.78,light rain,2022-07-06 06:18:41
485,Kalispell,US,48.1958,-114.3129,62.04,74,0,3.44,clear sky,2022-07-06 06:18:41
486,Beringovskiy,RU,63.05,179.3167,47.34,89,100,7.81,overcast clouds,2022-07-06 06:18:42
487,Dryden,CA,49.7833,-92.7503,59.29,82,0,4.61,clear sky,2022-07-06 06:15:40
488,Vao,NC,-22.6667,167.4833,74.89,78,95,13.58,overcast clouds,2022-07-06 06:18:42
489,Province Of Mantua,IT,45.1667,10.7833,73.09,86,50,4.0,scattered clouds,2022-07-06 06:18:43
490,Teguise,ES,29.0605,-13.564,66.42,73,40,13.8,scattered clouds,2022-07-06 06:18:43
491,Botou,CN,38.0667,116.5667,78.76,80,100,10.27,overcast clouds,2022-07-06 06:18:44
492,Oranjemund,NA,-28.55,16.4333,51.48,66,0,6.87,clear sky,2022-07-06 06:18:44
493,Buala,SB,-8.145,159.5921,83.64,71,100,9.6,overcast clouds,2022-07-06 06:18:45
494,Zandvoort,NL,52.3749,4.5341,62.94,63,20,9.22,few clouds,2022-07-06 06:18:45
495,Santa Cruz De La Sierra,BO,-17.8,-63.1667,71.06,83,75,6.91,broken clouds,2022-07-06 06:18:46
496,Arequipa,PE,-16.3989,-71.535,55.54,32,71,2.01,broken clouds,2022-07-06 06:18:46
497,Willowmore,ZA,-33.2926,23.4895,48.16,93,77,2.91,broken clouds,2022-07-06 06:18:46
498,The Valley,AI,18.217,-63.0578,81.1,79,42,20.78,scattered clouds,2022-07-06 06:18:47
499,Hīrna,ET,9.2167,41.1,68.83,63,64,4.99,broken clouds,2022-07-06 06:18:47
500,Doka,SD,13.5167,35.7667,80.69,60,17,11.92,few clouds,2022-07-06 06:18:48
501,Tyukalinsk,RU,55.8732,72.1967,58.71,98,100,8.16,overcast clouds,2022-07-06 06:18:48
502,Naurskaya,RU,43.6519,45.3133,83.34,34,4,8.21,clear sky,2022-07-06 06:18:49
503,Vila Velha,BR,-20.3297,-40.2925,65.95,95,0,0.0,clear sky,2022-07-06 06:15:59
504,Taoudenni,ML,22.6783,-3.9836,93.79,11,2,6.76,clear sky,2022-07-06 06:18:49
505,Sakakah,SA,29.9697,40.2064,87.37,16,0,15.61,clear sky,2022-07-06 06:18:50
506,Cap-Chat,CA,49.1001,-66.6821,53.6,76,86,1.14,overcast clouds,2022-07-06 06:18:50
507,Manta,EC,-0.95,-80.7333,71.38,88,20,4.61,few clouds,2022-07-06 06:18:51
508,Morant Bay,JM,17.8815,-76.4093,80.22,86,76,7.56,broken clouds,2022-07-06 06:18:51
509,Masakin,TN,35.7292,10.5808,84.4,44,2,1.14,clear sky,2022-07-06 06:18:51
510,Dauriya,RU,49.9333,116.8667,68.76,66,90,2.19,overcast clouds,2022-07-06 06:18:52
511,Pompéia,BR,-22.1086,-50.1717,57.51,57,99,4.09,overcast clouds,2022-07-06 06:18:52
512,Mingora,PK,34.7758,72.3625,88.18,58,100,4.63,overcast clouds,2022-07-06 06:16:28
513,Alofi,NU,-19.0595,-169.9187,73.29,78,85,9.22,overcast clouds,2022-07-06 06:18:53
514,Kadoma,JP,34.7333,135.5833,91.65,57,40,16.11,scattered clouds,2022-07-06 06:18:53
515,Kaeo,NZ,-35.1,173.7833,59.0,93,100,2.98,light rain,2022-07-06 06:18:54
516,Pāvilosta,LV,56.8879,21.1859,64.31,69,98,8.84,overcast clouds,2022-07-06 06:18:54
517,Malé,MV,4.1748,73.5089,82.99,78,100,12.5,overcast clouds,2022-07-06 06:18:55
518,Tazmalt,DZ,36.3868,4.3989,87.17,34,54,2.71,broken clouds,2022-07-06 06:18:55
519,Tupik,RU,54.4253,119.9327,65.91,95,100,10.33,moderate rain,2022-07-06 06:18:56
520,Conceição Do Araguaia,BR,-8.2578,-49.2647,73.27,54,40,2.37,scattered clouds,2022-07-06 06:18:56
521,Mayumba,GA,-3.432,10.6554,67.69,91,48,3.51,scattered clouds,2022-07-06 06:18:57
522,Tautira,PF,-17.7333,-149.15,77.99,79,23,13.04,light rain,2022-07-06 06:18:57
523,Mookane,BW,-23.688,26.6595,54.97,64,0,4.0,clear sky,2022-07-06 06:18:57
